timestamp, input_file_or_table, output_file_or_table, action_description, performed_by
2026-04-10T08:31:20.551893+00:00,StagingTable/headerShipperStaging.csv,SilverLayerData/shipper.csv,"Built shipper table from staging table by keeping unique combinations of shipper_party_name, shipper_party_address_1, shipper_party_address_2, shipper_party_address_3 and assigning shipper_id",Denny Ye
2026-04-10T08:34:43.045527+00:00,StagingTable/headerShipperStaging.csv and SilverLayerData/shipper.csv,LookupTable/shipperLookup.csv,"Created shipper lookup table with identifier and shipper_id columns by merging staging table with shipper table on shipper_party_name, shipper_party_address_1, shipper_party_address_2, shipper_party_address_3 columns",Denny Ye
2026-04-10T08:38:52.491925+00:00,SilverLayerData/header.csv and LookupTable/shipperLookup.csv,SilverLayerData/header.csv,Added shipper_id to header table by merging with shipper lookup table on identifier column,Denny Ye
2026-04-10T08:42:44.467929+00:00,SilverLayerData/consignee.csv,SilverLayerData/consignee.csv,Deduplicated consignee table based on identifier column,Denny Ye
2026-04-10T08:44:14.352287+00:00,SilverLayerData/header.csv and SilverLayerData/consignee.csv,StagingTable/headerConsigneeStaging.csv,Created staging table by merging header and consignee tables on identifier column,Denny Ye
2026-04-10T09:03:51.442855+00:00,SilverLayerData/consignee.csv,SilverLayerData/consignee.csv,Deduplicated consignee table based on identifier column,Denny Ye
2026-04-10T09:04:59.032535+00:00,SilverLayerData/header.csv and SilverLayerData/consignee.csv,StagingTable/headerConsigneeStaging.csv,Created staging table by merging header and consignee tables on identifier column,Denny Ye
2026-04-10T09:06:08.099828+00:00,StagingTable/headerConsigneeStaging.csv,SilverLayerData/consignee.csv,Built consignee table from staging table,Denny Ye
2026-04-10T09:08:52.226077+00:00,StagingTable/headerConsigneeStaging.csv and SilverLayerData/consignee.csv,LookupTable/consigneeLookup.csv,Created consignee lookup table,Denny Ye
2026-04-10T09:13:02.952656+00:00,SilverLayerData/header.csv and LookupTable/consigneeLookup.csv,SilverLayerData/header.csv,Added consignee_id to header table,Denny Ye
2026-04-10T09:29:09.490963+00:00,SilverLayerData/header.csv,GoldLayerData/fact_header.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:30:11.732595+00:00,SilverLayerData/cargoMeasurement.csv,GoldLayerData/dim_cargo_measurement.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:30:23.966863+00:00,SilverLayerData/consignee.csv,GoldLayerData/dim_consginee.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:35:12.985321+00:00,SilverLayerData/header.csv,GoldLayerData/fact_header.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:36:13.745791+00:00,SilverLayerData/cargoMeasurement.csv,GoldLayerData/dim_cargo_measurement.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:36:26.391299+00:00,SilverLayerData/consignee.csv,GoldLayerData/dim_consginee.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:36:26.418095+00:00,SilverLayerData/port.csv,GoldLayerData/dim_port.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:36:39.505170+00:00,SilverLayerData/shipper.csv,GoldLayerData/dim_shipper.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:36:39.576516+00:00,SilverLayerData/vessel.csv,GoldLayerData/dim_vessel.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:42:06.002429+00:00,GoldLayerData/fact_header.csv & /dim_cargo_measurement.csv,GoldLayerData/fact_header.csv,Add the quantitative variables into fact_header table from dim_cargo_measurement table,Denny Ye
2026-04-10T09:46:28.619796+00:00,GoldLayerData/dim_cargo_measurement.csv,GoldLayerData/dim_cargo_measurement.csv,"Drop manifest_quantity, weight, and measurement from dim_cargo_measurement table",Denny Ye
2026-04-10T09:52:43.124881+00:00,SilverLayerData/header.csv,GoldLayerData/fact_header.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:53:35.507993+00:00,SilverLayerData/cargoMeasurement.csv,GoldLayerData/dim_cargo_measurement.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:53:46.783962+00:00,SilverLayerData/consignee.csv,GoldLayerData/dim_consginee.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:53:46.792678+00:00,SilverLayerData/port.csv,GoldLayerData/dim_port.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:53:59.220986+00:00,SilverLayerData/shipper.csv,GoldLayerData/dim_shipper.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:53:59.283692+00:00,SilverLayerData/vessel.csv,GoldLayerData/dim_vessel.csv,Grab Data from Silver Layer to Gold,Denny Ye
2026-04-10T09:59:29.934230+00:00,GoldLayerData/fact_header.csv & /dim_cargo_measurement.csv,GoldLayerData/fact_header.csv,Add the quantitative variables into fact_header table from dim_cargo_measurement table,Denny Ye
2026-04-10T10:02:47.457126+00:00,GoldLayerData/dim_cargo_measurement.csv,GoldLayerData/dim_cargo_measurement.csv,"Drop manifest_quantity, weight, and measurement from dim_cargo_measurement table",Denny Ye
2026-04-10T10:05:21.904727+00:00,GoldLayerData/fact_header.csv,GoldLayerData/fact_header.csv,"Drop carrier_code, record_status_indicator, place_of_receipt, conveyance_id_qualifier, conveyance_id, in_bond_entry_type, and mode_of_transportation from fact_header table",Denny Ye
